Driver,LapTime,Compound,TyreLife,LapNumber
DEV,0 days 00:01:38.535000,HARD,12.0,39.0
DEV,0 days 00:01:53.544000,HARD,13.0,40.0
DEV,0 days 00:01:54.359000,HARD,14.0,41.0
DEV,0 days 00:01:39.873000,HARD,15.0,42.0
DEV,0 days 00:01:40.177000,HARD,16.0,43.0
DEV,0 days 00:01:39.588000,HARD,17.0,44.0
DEV,0 days 00:01:38.889000,HARD,18.0,45.0
DEV,0 days 00:01:38.871000,HARD,19.0,46.0
DEV,0 days 00:01:38.921000,HARD,20.0,47.0
DEV,0 days 00:01:40.441000,HARD,21.0,48.0
DEV,0 days 00:01:38.985000,HARD,22.0,49.0
DEV,0 days 00:01:39.089000,HARD,23.0,50.0
DEV,0 days 00:01:40.475000,HARD,24.0,51.0
DEV,0 days 00:01:40.330000,HARD,25.0,52.0
DEV,0 days 00:01:39.150000,HARD,26.0,53.0
DEV,0 days 00:01:38.885000,HARD,27.0,54.0
DEV,0 days 00:01:39.239000,HARD,28.0,55.0
DEV,0 days 00:01:39.161000,HARD,29.0,56.0
TSU,0 days 00:01:47.791000,SOFT,1.0,1.0
TSU,0 days 00:01:40.837000,SOFT,2.0,2.0
TSU,0 days 00:01:40.243000,SOFT,3.0,3.0
TSU,0 days 00:01:39.950000,SOFT,4.0,4.0
TSU,0 days 00:01:41.131000,SOFT,5.0,5.0
TSU,0 days 00:01:40.886000,SOFT,6.0,6.0
TSU,0 days 00:01:40.952000,SOFT,7.0,7.0
TSU,0 days 00:01:40.846000,SOFT,8.0,8.0
TSU,0 days 00:01:41.010000,SOFT,9.0,9.0
TSU,0 days 00:01:43.749000,SOFT,10.0,10.0
TSU,0 days 00:01:59.843000,HARD,1.0,11.0
TSU,0 days 00:01:39.143000,HARD,2.0,12.0
TSU,0 days 00:01:39.471000,HARD,3.0,13.0
TSU,0 days 00:01:38.742000,HARD,4.0,14.0
TSU,0 days 00:01:38.975000,HARD,5.0,15.0
TSU,0 days 00:01:39.061000,HARD,6.0,16.0
TSU,0 days 00:01:39.021000,HARD,7.0,17.0
TSU,0 days 00:01:39.302000,HARD,8.0,18.0
TSU,0 days 00:01:39.170000,HARD,9.0,19.0
TSU,0 days 00:01:39.282000,HARD,10.0,20.0
TSU,0 days 00:01:39.325000,HARD,11.0,21.0
TSU,0 days 00:01:39.439000,HARD,12.0,22.0
TSU,0 days 00:01:39.632000,HARD,13.0,23.0
TSU,0 days 00:01:40.109000,HARD,14.0,24.0
TSU,0 days 00:01:39.746000,HARD,15.0,25.0
TSU,0 days 00:01:42.227000,HARD,16.0,26.0
TSU,0 days 00:02:00.300000,HARD,1.0,27.0
TSU,0 days 00:01:37.824000,HARD,2.0,28.0
TSU,0 days 00:01:37.779000,HARD,3.0,29.0
TSU,0 days 00:01:38.147000,HARD,4.0,30.0
TSU,0 days 00:01:37.813000,HARD,5.0,31.0
TSU,0 days 00:01:38.017000,HARD,6.0,32.0
TSU,0 days 00:01:38.094000,HARD,7.0,33.0
TSU,0 days 00:01:38.130000,HARD,8.0,34.0
TSU,0 days 00:01:38.163000,HARD,9.0,35.0
TSU,0 days 00:01:38.059000,HARD,10.0,36.0
TSU,0 days 00:01:38.075000,HARD,11.0,37.0
TSU,0 days 00:01:38.084000,HARD,12.0,38.0
TSU,0 days 00:01:38.419000,HARD,13.0,39.0
TSU,0 days 00:01:50.350000,HARD,14.0,40.0
TSU,0 days 00:02:10.782000,SOFT,4.0,41.0
TSU,0 days 00:01:36.637000,SOFT,5.0,42.0
TSU,0 days 00:01:37.028000,SOFT,6.0,43.0
TSU,0 days 00:01:37.010000,SOFT,7.0,44.0
TSU,0 days 00:01:37.021000,SOFT,8.0,45.0
TSU,0 days 00:01:37.258000,SOFT,9.0,46.0
TSU,0 days 00:01:37.359000,SOFT,10.0,47.0
TSU,0 days 00:01:37.238000,SOFT,11.0,48.0
TSU,0 days 00:01:37.528000,SOFT,12.0,49.0
TSU,0 days 00:01:37.624000,SOFT,13.0,50.0
TSU,0 days 00:01:37.706000,SOFT,14.0,51.0
TSU,0 days 00:01:37.590000,SOFT,15.0,52.0
TSU,0 days 00:01:37.675000,SOFT,16.0,53.0
TSU,0 days 00:01:37.720000,SOFT,17.0,54.0
TSU,0 days 00:01:37.945000,SOFT,18.0,55.0
TSU,0 days 00:01:38.102000,SOFT,19.0,56.0
TSU,0 days 00:01:38.246000,SOFT,20.0,57.0
ALB,0 days 00:01:46.453000,SOFT,1.0,1.0
ALB,0 days 00:01:40.430000,SOFT,2.0,2.0
ALB,0 days 00:01:40.143000,SOFT,3.0,3.0
ALB,0 days 00:01:39.761000,SOFT,4.0,4.0
ALB,0 days 00:01:40.606000,SOFT,5.0,5.0
ALB,0 days 00:01:40.744000,SOFT,6.0,6.0
ALB,0 days 00:01:40.646000,SOFT,7.0,7.0
ALB,0 days 00:01:40.918000,SOFT,8.0,8.0
ALB,0 days 00:01:40.969000,SOFT,9.0,9.0
ALB,0 days 00:01:41.119000,SOFT,10.0,10.0
ALB,0 days 00:01:43.948000,SOFT,11.0,11.0
ALB,0 days 00:01:59.445000,SOFT,1.0,12.0
ALB,0 days 00:01:38.649000,SOFT,2.0,13.0
ALB,0 days 00:01:38.472000,SOFT,3.0,14.0
ALB,0 days 00:01:39.158000,SOFT,4.0,15.0
ALB,0 days 00:01:39.253000,SOFT,5.0,16.0
ALB,0 days 00:01:39.094000,SOFT,6.0,17.0
ALB,0 days 00:01:39.049000,SOFT,7.0,18.0
ALB,0 days 00:01:39.272000,SOFT,8.0,19.0
ALB,0 days 00:01:39.299000,SOFT,9.0,20.0
ALB,0 days 00:01:39.591000,SOFT,10.0,21.0
ALB,0 days 00:01:39.588000,SOFT,11.0,22.0
ALB,0 days 00:01:39.802000,SOFT,12.0,23.0
ALB,0 days 00:01:39.890000,SOFT,13.0,24.0
ALB,0 days 00:01:39.832000,SOFT,14.0,25.0
ALB,0 days 00:01:42.610000,SOFT,15.0,26.0
ALB,0 days 00:01:59.870000,HARD,1.0,27.0
ALB,0 days 00:01:37.503000,HARD,2.0,28.0
ALB,0 days 00:01:38.127000,HARD,3.0,29.0
ALB,0 days 00:01:37.931000,HARD,4.0,30.0
ALB,0 days 00:01:38.104000,HARD,5.0,31.0
ALB,0 days 00:01:37.919000,HARD,6.0,32.0
ALB,0 days 00:01:38.104000,HARD,7.0,33.0
ALB,0 days 00:01:37.961000,HARD,8.0,34.0
ALB,0 days 00:01:37.984000,HARD,9.0,35.0
ALB,0 days 00:01:38.176000,HARD,10.0,36.0
ALB,0 days 00:01:38.038000,HARD,11.0,37.0
ALB,0 days 00:01:38.330000,HARD,12.0,38.0
ALB,0 days 00:01:38.346000,HARD,13.0,39.0
ALB,0 days 00:01:50.177000,HARD,14.0,40.0
ALB,0 days 00:02:08.659000,SOFT,1.0,41.0
ALB,0 days 00:01:37.211000,SOFT,2.0,42.0
ALB,0 days 00:01:37.144000,SOFT,3.0,43.0
ALB,0 days 00:01:37.327000,SOFT,4.0,44.0
ALB,0 days 00:01:37.503000,SOFT,5.0,45.0
ALB,0 days 00:01:37.577000,SOFT,6.0,46.0
ALB,0 days 00:01:37.545000,SOFT,7.0,47.0
ALB,0 days 00:01:37.684000,SOFT,8.0,48.0
ALB,0 days 00:01:37.609000,SOFT,9.0,49.0
ALB,0 days 00:01:37.695000,SOFT,10.0,50.0
ALB,0 days 00:01:37.727000,SOFT,11.0,51.0
ALB,0 days 00:01:37.861000,SOFT,12.0,52.0
ALB,0 days 00:01:37.778000,SOFT,13.0,53.0
ALB,0 days 00:01:37.780000,SOFT,14.0,54.0
ALB,0 days 00:01:37.803000,SOFT,15.0,55.0
ALB,0 days 00:01:38.159000,SOFT,16.0,56.0
ALB,0 days 00:01:38.137000,SOFT,17.0,57.0
ZHO,0 days 00:01:48.467000,SOFT,1.0,1.0
ZHO,0 days 00:01:41.091000,SOFT,2.0,2.0
ZHO,0 days 00:01:40.596000,SOFT,3.0,3.0
ZHO,0 days 00:01:40.853000,SOFT,4.0,4.0
ZHO,0 days 00:01:40.814000,SOFT,5.0,5.0
ZHO,0 days 00:01:41.156000,SOFT,6.0,6.0
ZHO,0 days 00:01:41.197000,SOFT,7.0,7.0
ZHO,0 days 00:01:41.184000,SOFT,8.0,8.0
ZHO,0 days 00:01:41.526000,SOFT,9.0,9.0
ZHO,0 days 00:01:41.743000,SOFT,10.0,10.0
ZHO,0 days 00:01:42.108000,SOFT,11.0,11.0
ZHO,0 days 00:01:43.870000,SOFT,12.0,12.0
ZHO,0 days 00:02:02.101000,HARD,1.0,13.0
ZHO,0 days 00:01:39.330000,HARD,2.0,14.0
ZHO,0 days 00:01:39.229000,HARD,3.0,15.0
ZHO,0 days 00:01:38.998000,HARD,4.0,16.0
ZHO,0 days 00:01:39.143000,HARD,5.0,17.0
ZHO,0 days 00:01:38.873000,HARD,6.0,18.0
ZHO,0 days 00:01:38.794000,HARD,7.0,19.0
ZHO,0 days 00:01:38.896000,HARD,8.0,20.0
ZHO,0 days 00:01:38.888000,HARD,9.0,21.0
ZHO,0 days 00:01:39.115000,HARD,10.0,22.0
ZHO,0 days 00:01:39.462000,HARD,11.0,23.0
ZHO,0 days 00:01:39.503000,HARD,12.0,24.0
ZHO,0 days 00:01:39.066000,HARD,13.0,25.0
ZHO,0 days 00:01:39.427000,HARD,14.0,26.0
ZHO,0 days 00:01:39.235000,HARD,15.0,27.0
ZHO,0 days 00:01:39.412000,HARD,16.0,28.0
ZHO,0 days 00:01:39.361000,HARD,17.0,29.0
ZHO,0 days 00:01:39.382000,HARD,18.0,30.0
ZHO,0 days 00:01:39.670000,HARD,19.0,31.0
ZHO,0 days 00:01:42.096000,HARD,20.0,32.0
ZHO,0 days 00:01:59.659000,SOFT,4.0,33.0
ZHO,0 days 00:01:37.037000,SOFT,5.0,34.0
ZHO,0 days 00:01:37.550000,SOFT,6.0,35.0
ZHO,0 days 00:01:37.957000,SOFT,7.0,36.0
ZHO,0 days 00:01:38.003000,SOFT,8.0,37.0
ZHO,0 days 00:01:38.422000,SOFT,9.0,38.0
ZHO,0 days 00:01:38.368000,SOFT,10.0,39.0
ZHO,0 days 00:01:53.456000,SOFT,11.0,40.0
ZHO,0 days 00:01:52.500000,SOFT,12.0,41.0
ZHO,0 days 00:01:39.904000,SOFT,13.0,42.0
ZHO,0 days 00:01:38.311000,SOFT,14.0,43.0
ZHO,0 days 00:01:37.974000,SOFT,15.0,44.0
ZHO,0 days 00:01:37.950000,SOFT,16.0,45.0
ZHO,0 days 00:01:38.336000,SOFT,17.0,46.0
ZHO,0 days 00:01:39.553000,SOFT,18.0,47.0
ZHO,0 days 00:01:38.596000,SOFT,19.0,48.0
ZHO,0 days 00:01:38.628000,SOFT,20.0,49.0
ZHO,0 days 00:01:39.893000,SOFT,21.0,50.0
ZHO,0 days 00:01:38.719000,SOFT,22.0,51.0
ZHO,0 days 00:01:38.713000,SOFT,23.0,52.0
ZHO,0 days 00:01:38.634000,SOFT,24.0,53.0
ZHO,0 days 00:01:41.967000,SOFT,25.0,54.0
ZHO,0 days 00:02:07.673000,SOFT,4.0,55.0
ZHO,0 days 00:01:33.996000,SOFT,5.0,56.0
HUL,0 days 00:01:47.339000,SOFT,4.0,1.0
HUL,0 days 00:01:40.720000,SOFT,5.0,2.0
HUL,0 days 00:01:40.484000,SOFT,6.0,3.0
HUL,0 days 00:01:41.004000,SOFT,7.0,4.0
HUL,0 days 00:01:41.002000,SOFT,8.0,5.0
HUL,0 days 00:01:41.002000,SOFT,9.0,6.0
HUL,0 days 00:01:41.148000,SOFT,10.0,7.0
HUL,0 days 00:01:41.249000,SOFT,11.0,8.0
HUL,0 days 00:01:41.615000,SOFT,12.0,9.0
HUL,0 days 00:01:42.252000,SOFT,13.0,10.0
HUL,0 days 00:01:46.790000,SOFT,14.0,11.0
HUL,0 days 00:02:02.579000,HARD,1.0,12.0
HUL,0 days 00:01:39.406000,HARD,2.0,13.0
HUL,0 days 00:01:38.847000,HARD,3.0,14.0
HUL,0 days 00:01:38.972000,HARD,4.0,15.0
HUL,0 days 00:01:39.136000,HARD,5.0,16.0
HUL,0 days 00:01:39.396000,HARD,6.0,17.0
HUL,0 days 00:01:40.323000,HARD,7.0,18.0
HUL,0 days 00:01:39.633000,HARD,8.0,19.0
HUL,0 days 00:01:39.495000,HARD,9.0,20.0
HUL,0 days 00:01:39.703000,HARD,10.0,21.0
HUL,0 days 00:01:39.934000,HARD,11.0,22.0
HUL,0 days 00:01:39.866000,HARD,12.0,23.0
HUL,0 days 00:01:39.855000,HARD,13.0,24.0
HUL,0 days 00:01:40.295000,HARD,14.0,25.0
HUL,0 days 00:01:42.931000,HARD,15.0,26.0
HUL,0 days 00:02:12.037000,HARD,1.0,27.0
HUL,0 days 00:01:36.981000,HARD,2.0,28.0
HUL,0 days 00:01:37.398000,HARD,3.0,29.0
HUL,0 days 00:01:37.617000,HARD,4.0,30.0
HUL,0 days 00:01:37.891000,HARD,5.0,31.0
HUL,0 days 00:01:37.806000,HARD,6.0,32.0
HUL,0 days 00:01:37.761000,HARD,7.0,33.0
HUL,0 days 00:01:37.895000,HARD,8.0,34.0
HUL,0 days 00:01:38.093000,HARD,9.0,35.0
HUL,0 days 00:01:38.245000,HARD,10.0,36.0
HUL,0 days 00:01:38.108000,HARD,11.0,37.0
HUL,0 days 00:01:38.191000,HARD,12.0,38.0
HUL,0 days 00:01:38.184000,HARD,13.0,39.0
HUL,0 days 00:01:58.689000,HARD,14.0,40.0
HUL,0 days 00:02:05.275000,SOFT,4.0,41.0
HUL,0 days 00:01:36.616000,SOFT,5.0,42.0
HUL,0 days 00:01:36.793000,SOFT,6.0,43.0
HUL,0 days 00:01:37.076000,SOFT,7.0,44.0
HUL,0 days 00:01:37.314000,SOFT,8.0,45.0
HUL,0 days 00:01:39.972000,SOFT,9.0,46.0
HUL,0 days 00:01:36.806000,SOFT,10.0,47.0
HUL,0 days 00:01:37.086000,SOFT,11.0,48.0
HUL,0 days 00:01:37.077000,SOFT,12.0,49.0
HUL,0 days 00:01:37.242000,SOFT,13.0,50.0
HUL,0 days 00:01:37.306000,SOFT,14.0,51.0
HUL,0 days 00:01:37.917000,SOFT,15.0,52.0
HUL,0 days 00:01:38.067000,SOFT,16.0,53.0
HUL,0 days 00:01:38.458000,SOFT,17.0,54.0
HUL,0 days 00:01:38.564000,SOFT,18.0,55.0
HUL,0 days 00:01:39.206000,SOFT,19.0,56.0
OCO,0 days 00:01:45.967000,SOFT,4.0,1.0
OCO,0 days 00:01:40.408000,SOFT,5.0,2.0
OCO,0 days 00:01:39.948000,SOFT,6.0,3.0
OCO,0 days 00:01:39.543000,SOFT,7.0,4.0
OCO,0 days 00:01:40.281000,SOFT,8.0,5.0
OCO,0 days 00:01:40.331000,SOFT,9.0,6.0
OCO,0 days 00:01:40.488000,SOFT,10.0,7.0
OCO,0 days 00:01:40.562000,SOFT,11.0,8.0
OCO,0 days 00:01:40.866000,SOFT,12.0,9.0
OCO,0 days 00:01:40.858000,SOFT,13.0,10.0
OCO,0 days 00:01:41.035000,SOFT,14.0,11.0
OCO,0 days 00:01:43.787000,SOFT,15.0,12.0
OCO,0 days 00:02:00.381000,HARD,1.0,13.0
OCO,0 days 00:01:38.649000,HARD,2.0,14.0
OCO,0 days 00:01:41.863000,HARD,3.0,15.0
OCO,0 days 00:02:15.708000,HARD,4.0,16.0
OCO,0 days 00:01:38.780000,HARD,5.0,17.0
OCO,0 days 00:01:38.886000,HARD,6.0,18.0
OCO,0 days 00:01:38.817000,HARD,7.0,19.0
OCO,0 days 00:01:38.809000,HARD,8.0,20.0
OCO,0 days 00:01:38.976000,HARD,9.0,21.0
OCO,0 days 00:01:39.028000,HARD,10.0,22.0
OCO,0 days 00:01:40.052000,HARD,11.0,23.0
OCO,0 days 00:01:39.382000,HARD,12.0,24.0
OCO,0 days 00:01:39.435000,HARD,13.0,25.0
OCO,0 days 00:01:39.521000,HARD,14.0,26.0
OCO,0 days 00:01:39.594000,HARD,15.0,27.0
OCO,0 days 00:01:40.026000,HARD,16.0,28.0
OCO,0 days 00:01:41.181000,HARD,17.0,29.0
OCO,0 days 00:01:39.757000,HARD,18.0,30.0
OCO,0 days 00:01:39.748000,HARD,19.0,31.0
OCO,0 days 00:01:44.296000,HARD,20.0,32.0
OCO,0 days 00:02:18.694000,HARD,1.0,33.0
OCO,0 days 00:01:36.797000,HARD,2.0,34.0
OCO,0 days 00:01:36.964000,HARD,3.0,35.0
OCO,0 days 00:01:37.364000,HARD,4.0,36.0
OCO,0 days 00:01:37.338000,HARD,5.0,37.0
OCO,0 days 00:01:37.216000,HARD,6.0,38.0
OCO,0 days 00:01:37.523000,HARD,7.0,39.0
OCO,0 days 00:02:08.023000,HARD,8.0,40.0
OCO,0 days 00:01:42.684000,HARD,9.0,41.0
NOR,0 days 00:01:45.364000,SOFT,1.0,1.0
NOR,0 days 00:01:40.433000,SOFT,2.0,2.0
NOR,0 days 00:01:39.777000,SOFT,3.0,3.0
NOR,0 days 00:01:42.267000,SOFT,4.0,4.0
NOR,0 days 00:01:40.664000,SOFT,5.0,5.0
NOR,0 days 00:01:40.814000,SOFT,6.0,6.0
NOR,0 days 00:01:40.726000,SOFT,7.0,7.0
NOR,0 days 00:01:40.857000,SOFT,8.0,8.0
NOR,0 days 00:01:40.783000,SOFT,9.0,9.0
NOR,0 days 00:01:43.521000,SOFT,10.0,10.0
NOR,0 days 00:02:09.886000,HARD,1.0,11.0
NOR,0 days 00:01:39.314000,HARD,2.0,12.0
NOR,0 days 00:01:39.510000,HARD,3.0,13.0
NOR,0 days 00:01:39.243000,HARD,4.0,14.0
NOR,0 days 00:01:38.870000,HARD,5.0,15.0
NOR,0 days 00:01:38.860000,HARD,6.0,16.0
NOR,0 days 00:01:41.501000,HARD,7.0,17.0
NOR,0 days 00:02:08.607000,SOFT,4.0,18.0
NOR,0 days 00:01:37.966000,SOFT,5.0,19.0
NOR,0 days 00:01:38.345000,SOFT,6.0,20.0
NOR,0 days 00:01:38.297000,SOFT,7.0,21.0
NOR,0 days 00:01:38.908000,SOFT,8.0,22.0
NOR,0 days 00:01:38.291000,SOFT,9.0,23.0
NOR,0 days 00:01:38.696000,SOFT,10.0,24.0
NOR,0 days 00:01:38.447000,SOFT,11.0,25.0
NOR,0 days 00:01:38.440000,SOFT,12.0,26.0
NOR,0 days 00:01:40.973000,SOFT,13.0,27.0
NOR,0 days 00:02:07.663000,MEDIUM,1.0,28.0
NOR,0 days 00:01:37.260000,MEDIUM,2.0,29.0
NOR,0 days 00:01:37.605000,MEDIUM,3.0,30.0
NOR,0 days 00:01:37.768000,MEDIUM,4.0,31.0
NOR,0 days 00:01:38.111000,MEDIUM,5.0,32.0
NOR,0 days 00:01:37.520000,MEDIUM,6.0,33.0
NOR,0 days 00:01:37.987000,MEDIUM,7.0,34.0
NOR,0 days 00:01:37.870000,MEDIUM,8.0,35.0
NOR,0 days 00:01:39.886000,MEDIUM,9.0,36.0
NOR,0 days 00:01:40.197000,MEDIUM,10.0,37.0
NOR,0 days 00:02:08.682000,HARD,1.0,38.0
NOR,0 days 00:01:38.347000,HARD,2.0,39.0
NOR,0 days 00:02:07.970000,HARD,3.0,40.0
NOR,0 days 00:01:36.705000,HARD,4.0,41.0
NOR,0 days 00:01:36.668000,HARD,5.0,42.0
NOR,0 days 00:01:36.687000,HARD,6.0,43.0
NOR,0 days 00:01:37.219000,HARD,7.0,44.0
NOR,0 days 00:01:37.426000,HARD,8.0,45.0
NOR,0 days 00:01:37.656000,HARD,9.0,46.0
NOR,0 days 00:01:40.433000,HARD,10.0,47.0
NOR,0 days 00:02:06.905000,SOFT,5.0,48.0
NOR,0 days 00:01:39.080000,SOFT,6.0,49.0
NOR,0 days 00:01:35.257000,SOFT,7.0,50.0
NOR,0 days 00:01:35.822000,SOFT,8.0,51.0
NOR,0 days 00:01:36.152000,SOFT,9.0,52.0
NOR,0 days 00:01:36.500000,SOFT,10.0,53.0
NOR,0 days 00:01:39.789000,SOFT,11.0,54.0
NOR,0 days 00:02:04.847000,SOFT,7.0,55.0
HAM,0 days 00:01:42.288000,SOFT,4.0,1.0
HAM,0 days 00:01:39.166000,SOFT,5.0,2.0
HAM,0 days 00:01:39.220000,SOFT,6.0,3.0
HAM,0 days 00:01:39.198000,SOFT,7.0,4.0
HAM,0 days 00:01:39.335000,SOFT,8.0,5.0
HAM,0 days 00:01:39.756000,SOFT,9.0,6.0
HAM,0 days 00:01:39.757000,SOFT,10.0,7.0
HAM,0 days 00:01:40.267000,SOFT,11.0,8.0
HAM,0 days 00:01:40.323000,SOFT,12.0,9.0
HAM,0 days 00:01:40.289000,SOFT,13.0,10.0
HAM,0 days 00:01:40.752000,SOFT,14.0,11.0
HAM,0 days 00:01:43.336000,SOFT,15.0,12.0
HAM,0 days 00:01:59.179000,HARD,1.0,13.0
HAM,0 days 00:01:38.308000,HARD,2.0,14.0
HAM,0 days 00:01:38.527000,HARD,3.0,15.0
HAM,0 days 00:01:38.617000,HARD,4.0,16.0
HAM,0 days 00:01:38.704000,HARD,5.0,17.0
HAM,0 days 00:01:38.690000,HARD,6.0,18.0
HAM,0 days 00:01:38.684000,HARD,7.0,19.0
HAM,0 days 00:01:38.478000,HARD,8.0,20.0
HAM,0 days 00:01:38.581000,HARD,9.0,21.0
HAM,0 days 00:01:38.460000,HARD,10.0,22.0
HAM,0 days 00:01:38.384000,HARD,11.0,23.0
HAM,0 days 00:01:38.367000,HARD,12.0,24.0
HAM,0 days 00:01:38.290000,HARD,13.0,25.0
HAM,0 days 00:01:38.339000,HARD,14.0,26.0
HAM,0 days 00:01:38.369000,HARD,15.0,27.0
HAM,0 days 00:01:38.265000,HARD,16.0,28.0
HAM,0 days 00:01:38.380000,HARD,17.0,29.0
HAM,0 days 00:01:41.175000,HARD,18.0,30.0
HAM,0 days 00:01:59.503000,HARD,1.0,31.0
HAM,0 days 00:01:37.563000,HARD,2.0,32.0
HAM,0 days 00:01:37.549000,HARD,3.0,33.0
HAM,0 days 00:01:38.135000,HARD,4.0,34.0
HAM,0 days 00:01:36.831000,HARD,5.0,35.0
HAM,0 days 00:01:36.546000,HARD,6.0,36.0
HAM,0 days 00:01:37.388000,HARD,7.0,37.0
HAM,0 days 00:01:38.304000,HARD,8.0,38.0
HAM,0 days 00:01:37.478000,HARD,9.0,39.0
HAM,0 days 00:01:37.494000,HARD,10.0,40.0
HAM,0 days 00:02:06.491000,HARD,11.0,41.0
HAM,0 days 00:01:37.061000,HARD,12.0,42.0
HAM,0 days 00:01:37.111000,HARD,13.0,43.0
HAM,0 days 00:01:37.048000,HARD,14.0,44.0
HAM,0 days 00:01:37.661000,HARD,15.0,45.0
HAM,0 days 00:01:37.779000,HARD,16.0,46.0
HAM,0 days 00:01:38.517000,HARD,17.0,47.0
HAM,0 days 00:01:37.844000,HARD,18.0,48.0
HAM,0 days 00:01:37.954000,HARD,19.0,49.0
HAM,0 days 00:01:37.770000,HARD,20.0,50.0
HAM,0 days 00:01:38.014000,HARD,21.0,51.0
HAM,0 days 00:01:37.803000,HARD,22.0,52.0
HAM,0 days 00:01:37.988000,HARD,23.0,53.0
HAM,0 days 00:01:38.076000,HARD,24.0,54.0
HAM,0 days 00:01:37.955000,HARD,25.0,55.0
HAM,0 days 00:01:38.111000,HARD,26.0,56.0
HAM,0 days 00:01:38.255000,HARD,27.0,57.0
SAI,0 days 00:01:41.659000,SOFT,4.0,1.0
SAI,0 days 00:01:38.933000,SOFT,5.0,2.0
SAI,0 days 00:01:39.042000,SOFT,6.0,3.0
SAI,0 days 00:01:38.985000,SOFT,7.0,4.0
SAI,0 days 00:01:39.128000,SOFT,8.0,5.0
SAI,0 days 00:01:39.474000,SOFT,9.0,6.0
SAI,0 days 00:01:39.502000,SOFT,10.0,7.0
SAI,0 days 00:01:39.779000,SOFT,11.0,8.0
SAI,0 days 00:01:39.744000,SOFT,12.0,9.0
SAI,0 days 00:01:40.102000,SOFT,13.0,10.0
SAI,0 days 00:01:40.507000,SOFT,14.0,11.0
SAI,0 days 00:01:40.520000,SOFT,15.0,12.0
SAI,0 days 00:01:43.310000,SOFT,16.0,13.0
SAI,0 days 00:01:59.006000,HARD,1.0,14.0
SAI,0 days 00:01:37.985000,HARD,2.0,15.0
SAI,0 days 00:01:38.433000,HARD,3.0,16.0
SAI,0 days 00:01:38.161000,HARD,4.0,17.0
SAI,0 days 00:01:38.287000,HARD,5.0,18.0
SAI,0 days 00:01:38.210000,HARD,6.0,19.0
SAI,0 days 00:01:38.096000,HARD,7.0,20.0
SAI,0 days 00:01:38.240000,HARD,8.0,21.0
SAI,0 days 00:01:38.453000,HARD,9.0,22.0
SAI,0 days 00:01:38.597000,HARD,10.0,23.0
SAI,0 days 00:01:38.314000,HARD,11.0,24.0
SAI,0 days 00:01:38.571000,HARD,12.0,25.0
SAI,0 days 00:01:38.331000,HARD,13.0,26.0
SAI,0 days 00:01:38.423000,HARD,14.0,27.0
SAI,0 days 00:01:38.474000,HARD,15.0,28.0
SAI,0 days 00:01:38.550000,HARD,16.0,29.0
SAI,0 days 00:01:38.601000,HARD,17.0,30.0
SAI,0 days 00:01:41.274000,HARD,18.0,31.0
SAI,0 days 00:01:58.492000,HARD,1.0,32.0
SAI,0 days 00:01:37.548000,HARD,2.0,33.0
SAI,0 days 00:01:37.475000,HARD,3.0,34.0
SAI,0 days 00:01:37.441000,HARD,4.0,35.0
SAI,0 days 00:01:37.706000,HARD,5.0,36.0
SAI,0 days 00:01:37.130000,HARD,6.0,37.0
SAI,0 days 00:01:37.444000,HARD,7.0,38.0
SAI,0 days 00:01:37.403000,HARD,8.0,39.0
SAI,0 days 00:01:37.587000,HARD,9.0,40.0
SAI,0 days 00:02:06.436000,HARD,10.0,41.0
SAI,0 days 00:01:37.375000,HARD,11.0,42.0
SAI,0 days 00:01:37.294000,HARD,12.0,43.0
SAI,0 days 00:01:37.389000,HARD,13.0,44.0
SAI,0 days 00:01:39.561000,HARD,14.0,45.0
SAI,0 days 00:01:37.844000,HARD,15.0,46.0
SAI,0 days 00:01:38.222000,HARD,16.0,47.0
SAI,0 days 00:01:37.897000,HARD,17.0,48.0
SAI,0 days 00:01:37.765000,HARD,18.0,49.0
SAI,0 days 00:01:37.604000,HARD,19.0,50.0
SAI,0 days 00:01:37.672000,HARD,20.0,51.0
SAI,0 days 00:01:37.490000,HARD,21.0,52.0
SAI,0 days 00:01:37.660000,HARD,22.0,53.0
SAI,0 days 00:01:37.694000,HARD,23.0,54.0
SAI,0 days 00:01:37.821000,HARD,24.0,55.0
SAI,0 days 00:01:38.126000,HARD,25.0,56.0
SAI,0 days 00:01:38.021000,HARD,26.0,57.0
RUS,0 days 00:01:42.662000,SOFT,4.0,1.0
RUS,0 days 00:01:39.590000,SOFT,5.0,2.0
RUS,0 days 00:01:39.093000,SOFT,6.0,3.0
RUS,0 days 00:01:39.261000,SOFT,7.0,4.0
RUS,0 days 00:01:39.549000,SOFT,8.0,5.0
RUS,0 days 00:01:39.493000,SOFT,9.0,6.0
RUS,0 days 00:01:40.056000,SOFT,10.0,7.0
RUS,0 days 00:01:40.310000,SOFT,11.0,8.0
RUS,0 days 00:01:40.420000,SOFT,12.0,9.0
RUS,0 days 00:01:40.532000,SOFT,13.0,10.0
RUS,0 days 00:01:41.085000,SOFT,14.0,11.0
RUS,0 days 00:01:41.112000,SOFT,15.0,12.0
RUS,0 days 00:01:44.691000,SOFT,16.0,13.0
RUS,0 days 00:02:01.269000,HARD,1.0,14.0
RUS,0 days 00:01:37.460000,HARD,2.0,15.0
RUS,0 days 00:01:37.833000,HARD,3.0,16.0
RUS,0 days 00:01:38.604000,HARD,4.0,17.0
